Cognitive Distortion,Generative.Methods,Related Sentence,Generative.Model
감정적 추론,일반,"[여자/16세]
---
아침에 늦잠을 자서 지각할까봐 친구를 깨웠는데, 짜증을 내더라고요. 결국 혼자 뛰어갔는데, 친구는 화가 난 채로 톡도 안 읽어요. 내가 걔 기분을 망친 것 같아요.  내가 잘못했나봐요.  완전히 망쳤어요.
",GEMINI
개인화,추가,"[여자/14]
---
친구가 또 내 팔뚝을 잡아 흔들었다.  내가 살쪘다고 놀리는 게 아니라면 다행이지만,  아마도 그럴 거다.  내가 뭘 잘못했기에 늘 나만 괴롭히는 걸까?  다 내 잘못인가?  내가 싫다고 말해도 멈추지 않으니,  모두 내 탓인 것 같다.
",Gemini
개인화,일반,"[여자/17]  
---  
수업 후, 내가 좋아하는 친구에게 다가가니 그 친구가 피곤해 보였다. 괜히 부담을 줄까 걱정되어, 모른 척하는 게 더 낫지 않을까? 이런 생각은 과연 내 욕심일까, 그의 안부를 무시하는 걸까?",GPT
개인화,추가,"[여자/15세]  
---  
친구가 힘들다고 말해도, 내가 뭘 더 잘해주지 못해서 그런 것 같아. 나 때문에 그녀가 슬퍼진다면 정말 심각한 일일 거야. 내가 더 신경 쓰지 않았다면 그녀가 이렇게 힘들지도 않았을 텐데.",GPT
개인화,일반,"[남자/15세]  
---  
학교 운동장에서 친구들과 놀고 싶었는데, A가 다른 친구들과 더 가까워지고 있어요. 나만 소외되는 것 같고, 친구들이 나를 잊은 것 같아 불안해요. 그냥 질투일까요? 어떻게 해야 할까요?",GPT
개인화,추가,"[여자/16세]
---
최근 친구들이 시험에서 좋은 성적을 받은 걸 보면 왜 나는 이렇게 잘하지 못할까 늘 자책하게 돼. 내가 정말 노력해도 결과는 항상 기대에 못 미치는데, 이게 다 내 잘못인 것 같아 너무 힘들어요.",Claude
개인화,추가,"[여자/14]
---
시험 결과가 나왔다.  내 점수만 낮다.  다 내 탓이다.  모두가 나를 바라보는 시선이 느껴진다.  내가 부족해서 이런 결과가 나온 거라고, 모두가 그렇게 생각할 거다.  나는  완전히 실패한 중학생이다.
",Gemini
개인화,추가,"[여자/18세]
---
시험 성적이 나오자, 다 내 잘못이라고 생각했어. 가채점 결과를 보면 내가 정말 실패자 같아. 이 점수로는 꼭 가고 싶었던 대학에 갈 수 없을 거야. 계속해서 후회만 남아요...",Claude
개인화,추가,"[남자/14]
---
친구들이랑 축구하다가, 단짝이 갑자기 발로 찼어.  내가 뭘 잘못했나 싶어.  계속 놀리는 것 같고,  다 내 탓인 것 같아.  중학교 가면 더 심해질까봐 무서워.  내가 뭘 잘못한 걸까?  다시는 친구들이랑 놀고 싶지 않아.
",Gemini
개인화,추가,"[여자/15]
---
우리 반 친구가 용모 때문에 왕따를 당하는 것 같아 걱정돼. 내가 더 관심을 가지고 대화해 주면 좀 나아질까? 하지만 내가 해결해 줄 수 있을지 확신이 서지 않아. 친구의 불행이 내 탓인 것 같아 죄책감이 들어.",Claude
개인화,추가,"[남자/15세]
---
키가 작은 건 내 탓이야. 늦게 자는 습관 때문이겠지.  170cm도 못 클 거라는 생각에 겨드랑이 털까지 신경 쓰이고, 아버지 키를 물려받지 못한 내가 한심해.  모든 게 다 내 잘못인 것 같아.
",Gemini
개인화,추가,"[여자/18]
---
내신 5등급으로 수도권 대학?  내가 부족해서 안 되는 거야.  다른 애들은 다 잘하는데 나만…  아무리 노력해도 결과가 안 좋아.  결국엔 내 탓이겠지.  어차피 난 안 될 거야.
",Gemini
개인화,일반,"[여자/15]  
---  
시험 준비 중인데, 엄마가 슬퍼 보이세요. 아빠가 다른 여자와 사이가 좋다고 하니, 집이 무거운 공기입니다. 걱정하는 제가 아프면 엄마가 편해질까 싶어, 독서실도 포기할 생각이에요.",GPT
개인화,일반,"[여자/14]  
---  
점심시간에 친구들이 장난치며 웃고 있을 때, 나에게도 그런 유머가 필요하겠지 했는데, 미소 짓지 못하고 마음이 조마조마해. 혹시 그들 눈에도 내가 냉정하게 보일까 두려워.",GPT
개인화,추가,"[여자/15]  
---  
담임 선생님이 상담을 거절하셨다. 아마도 내 문제 때문일 거야. 친구들도 나를 피하는 것 같아. 이런 상황에서는 차라리 편지로 이야기하는 게 좋겠지. 아무튼 너를 귀찮게 하고 싶지 않아.",GPT
개인화,추가,"[여자/15]
---
방에 혼자 있는데, 또 울컥했다.  내가 늦게까지 깨어있는 탓에 엄마 아빠가 늦는 거라고 생각했어.  내 잘못 때문에 다들 힘든 거 같아.  내가 더 잘해야 했는데.  모두 내 탓이야.
",Gemini
개인화,추가,"[여자/14]
---
수학 시험을 망쳤다.  내 탓이 분명해.  다른 애들은 잘했을 텐데, 나는 왜 이렇게 못하는 걸까?  모두 내가 공부를 안 해서 그런 거야.  선생님의 설명도, 친구들의 도움도 소용없어.  결국엔 내 능력 부족이야.  나는 늘 이렇게 부족해.
",Gemini
개인화,일반,"[여자/15세]
---
어제,  내가 실수로 쌤께 늦은 거 얘기했더니,  민지가 혼났대.  분명 내가 한 말 아닌데,  다들 내가 일렀다고 수군거려.  내가 뭘 잘못했는지 모르겠어.  모두 나를 싫어하는 것 같아.  학교 가기가 두려워.
",GEMINI
개인화,추가,"[여자/15세]  
---  
B중학교에 전학 온 지 얼마 안 된 것 같은데, 나 때문에 친구들이 멀어진 건 아닐까 걱정돼. 계속 혼자 있는 날 보면 모두 나를 외면할 것 같아. 다시 A중학교로 돌아가고 싶어.",GPT
개인화,추가,"[여자/17세]
---
내 실수가 프로젝트 실패의 원인이 된 것 같아. 팀원들은 잘 해냈지만, 나 때문에 모두가 피해를 본 것 같아. 나는 유일한 문제아이며, 팀을 망친 거라고 생각한다. 그들은 날 더이상 신뢰하지 않을 것 같다.",Claude
개인화,추가,"[여자/15]
---
소현이랑 다툼 후, 연락도 안 돼.  내 잘못인가 싶어.  내가 더 잘했어야 했는데,  다 내 탓 같아.  5년 친구였는데, 이젠 끝인가 봐.  모두 내가 부족해서 벌어진 일이야.  내가 망쳤어.
",Gemini
개인화,추가,"[여자/16]  
---  
어제 수업 중 질문을 잘못 이해하니까, 선생님이 나를 쳐다볼 때마다 나만 무능력해 보이는 것 같아. 다른 친구들은 잘하는데, 내가 실패했던 거 다 내 탓인 것 같아. 계속 마음이 불편해. ",GPT
개인화,추가,"[여자/14세]
---
이번 방학 동안 진로 체험을 하고 싶었는데, 찾아봐도 딱 맞는 게 없네. 내 탓이 큰 거 같아. 다른 친구들은 잘 찾았겠지만 나는 또 뭔가 부족한 거 같아. 이렇게 방학만 허송세월할까 봐 걱정이야.",Claude
개인화,추가,"[여자/15]
---
친구들이 웃으며 수다 떠는 모습을 보니 내가 끼어들 자리가 없어 보였다.  내 탓이겠지.  내가 재미없어서, 옷차림이 이상해서, 말투가 어색해서.  다시 혼자 점심을 먹게 되었고,  모든 게 다 내 잘못인 것 같다.
",Gemini
개인화,추가,"[여자/15세]
---
특성화고에 입학하게 되어 기쁘지만, 연세대 식품영양학과에 가고 싶은 내 꿈이 좌절될까 봐 걱정이 됩니다. 열심히 공부해서 원하는 대학에 갈 수 있을지 확신이 서지 않습니다.",Claude
개인화,추가,"[여자/16]  
---  
새로운 친구가 자꾸 지방 친구들 얘기만 하니, 내가 관심 없어도 저들이 문제인 것 같아. 그 친구가 전혀 나를 알아주지 않으니, 내가 뭘 잘못했는지 의심스러워. 게임도, 공부도 잘할 자신이 없어.",GPT
개인화,추가,"[여자/17세]
---
성적이 좋지 않아 자퇴했어요. 학교 수업이 제가 하고 싶은 것과 달라서 그랬어요. 부모님께 죄송하고 앞으로 어떻게 해야 할지 모르겠어요. 제가 왜 그랬는지 부모님께 말씀드리지 못한 게 후회되네요.",Claude
개인화,추가,"[여자/17세]  
---  
어제 친구의 생일 파티에서 내가 못 간 만에 모두 놀러 갔다는 얘기를 듣고, 내가 없어서 분위기가 더 좋았던 건 아닐까 하는 걱정이 스치더라. 내가 문제인 것 같아 우울해.",GPT
개인화,추가,"[여자/17세]
---
시험을 망쳤어.  내 탓이야.  다른 애들은 잘했는데 나만…  모두 내가 부족해서야.  선생님의 설명이 부족했던 건 아닐까?  아니, 내가 더 노력했어야 했어.  결국 내 잘못이야.  모든 게 다 내 탓 같아.
",Gemini
개인화,추가,"[여자/15세]  
---  
과학시간에 실험이 실패했어요. 이번만큼은 제대로 할 줄 알았는데, 친구들은 계속 잘했을텐데 나만 못하는 것 같아서 너무 아쉬워요. 모든 걸 내가 망치고 있는 것 같아 마음이 무너져요.",GPT
개인화,일반,"[여자/16세]
---
제 친구들이 날 악의적으로 비난하고 있어요. 난 그저 친구와 잘 지내고 싶었을 뿐인데, 어째서 모두가 나를 나쁜 사람으로 만들어버리는지 이해할 수 없어요. 아무리 노력해도 결국 나만 피해를 보게 되는 것 같아 정말 답답해요.",CLAUDE
개인화,일반,"[여자/15세]
---
아빠가 기대하시는데 성적이 너무 안 좋아요. 선생님이 알려주셨는데 전과목 빵점이에요. 부모님이 이혼하셔서 아빠랑 살고 있는데, 앞에서만 잘한다고 했는데 아빠가 화내실 거예요. 어떡하죠.",CLAUDE
개인화,일반,"[여자/15세]
---
제가 잘못해서 친구가 저에게서 멀어진 것 같아요. 내가 너무 무뚝뚝하고 표현을 잘못하는 성격이어서 친구가 더 밝고 사교적인 다른 친구들을 선호하는 것 같아요. 이제 혼자 남은 것 같아 걱정돼요.",CLAUDE
개인화,추가,"[여자/18]  
---  
고2가 되니 모든 일이 나 때문인 것처럼 느껴지네요. 친구들이 멀어지는 것은 내가 부족해서인 것 같고, 성적이 좋지 않으면 내 존재 가치도 떨어진다고 생각해요. 벌써 혼자가 된 기분이 들어요.",GPT
개인화,일반,"[여자/14]  
---  
교실에서 친구들이 웃으며 대화하는 모습을 보며, 내겐 그런 소통이 없다고 느꼈어요. 가족들도 따뜻한 말만 할 뿐 냉정한 반응에 상처받았어요. 내가 부족한 게 맞겠지… 싶었습니다.",GPT
개인화,추가,"[여자/15]  
---  
수업에 집중 못하면 반드시 성적이 나빠질 거라고 생각해. 친구들과 대화가 끊기면 전부 나를 싫어하게 될 거야. 결국 내가 문제라는 생각에 가슴이 아파오는 날이 계속되네.",GPT
개인화,일반,"[여자/15세]  
---  
친구와의 작은 다툼이 이렇게 번질 줄 몰랐다. 계속 사과해도 나를 무시하고 욕하니까, 나도 결국 화를 내게 됐다. 내가 잘못했지만, 이게 정말 내 잘못만인가 싶다.",GPT
개인화,추가,"[여자/16세]
---
군산으로 전학을 가게 되면서 전에 다니던 학교와 다른 학교 생활이 너무 걱정됩니다. 정신없이 바빠서 중간고사에서 성적이 들쭉날쭉했는데 전학가면 학교에서 나를 마냥 받아줄 리가 없을 것 같아요. 내 탓이라고 생각하니 너무 불안해요.",Claude
개인화,추가,"[여자/15]  
---  
고등학교 선택에 대해 고민하는 중이에요. 남자친구가 2고등학교에 가고 싶어 하니까, 내 선택이 그를 힘들게 하는 건 아닌지 걱정돼요. 결국 나만의 선택이 없을까 불안해요.",GPT
개인화,추가,"[남자/17]
---
또 걔는 카톡도 늦게 답하고, 바쁘다는 핑계만 댄다. 내가 싫어서 그런 걸까?  내가 부족해서 무시당하는 걸까?  학원, 시험… 다 핑계일 거야.  내 노력이 부족해서 그런 거겠지.  내 탓이다.  다 내 탓이야.
",Gemini
개인화,추가,"[여자/15세]
---
전학을 가고 싶어서 부모님께 말씀드렸지만, 부모님은 내가 여기서 잘 적응하면 될 거라고 하셨어요. 하지만 저는 여기 있는 게 너무 힘들어요. 제가 잘하지 못해서 전학 갈 수 없는 것 같아 속상해요.",Claude
개인화,일반,"[여자/16세]
---
친구들과 점점 멀어지는 것 같아 걱정돼. 같이 있어도 대화가 잘 되지 않는다. 내가 과거에도 이렇게 소원해졌었는데, 이번에도 내가 잘못한 것 같아. 반 친구들이 말할까봐 두렵다.",CLAUDE
개인화,추가,"[여자/17세]
---
통학 거리가 너무 멀어 고민이지만, 내가 정말 가고 싶은 학교는 다른 지역에 있어. 마음먹었던 꿈을 이루지 못하면 나 자신에 대한 실망감에 사로잡힐 것 같아.",Claude
개인화,일반,"[여자/15세]
---
봉사활동 약속을 잊어버렸어.  소희가 화났을 거야.  내가 늦잠 자서 망쳤어.  전화도 안 받고 문자도 읽지 않아.  내 잘못이야.  소희는 날 싫어하게 될 거야.  다시는 친구로 지낼 수 없을지도 몰라.
",GEMINI
개인화,추가,"[여자/17세]
---
버스에서 울었다.  엄마의 질문에도 대답 못 했다. 내 잘못이 분명해.  내가 힘들어하는 모습이 엄마를 힘들게 했으니까.  모든 게 다 내 탓 같아.  내가 더 잘해야 했는데.  다시는 이런 일 없도록 해야만 해.  그래야 엄마도, 나도 행복할 테니까.
",Gemini
개인화,일반,"[여자/15]  
---  
1학기가 끝나갈 무렵, 친구가 제 자꾸 농담하며 무시해요. 제가 불편해도 넘어가니 더 심해져, 결국 물이 튀고 학용품도 사라졌어요. 왜 이렇게 힘들까요? 싸우고 싶지 않은데 방법이 없어요.",GPT
개인화,추가,"[여자/18]  
---  
졸업을 앞두고 친구들과 좋지 않은 관계가 지속돼 마음이 무겁다. 내가 더 잘했더라면 이런 상황이 오지 않았을 거라 생각한다. 내가 문제인 것 같아서 괴롭다. 정말로 친구들을 잃게 될까 두렵다.",GPT
개인화,추가,"[남자/14]  
---  
중학교에 올라온 뒤 첫 시험이 다가오니 더 불안해요. 친구들은 다 열심히 준비하는 것 같은데, 내 준비 부족이 걱정이네요. 만약 망친다면 모두가 나를 못난 아이로 볼 거예요.",GPT
개인화,추가,"[여자/17세]
---
엄마가 내 우울감을 이해하지 못하는 것 같아요. 정말 힘들어도 엄마에게 털어놓을 수가 없어요. 내 문제가 다 내 잘못인 것 같아 죄송할 뿐이에요.",Claude
개인화,일반,"[여자/15]  
---  
학원에서 선생님이 저에게만 지적하더군요. 잘못한 게 뭔지 모르겠다고 하니 선생님은 제 능력을 의심하신다고 하셨어요. 괜히 자신이 없어져서 친구들에게도 힘든 멘붕을 털어놨습니다.",GPT
